productname                                        ListPrice             Productsubcategory                                 Productcategory                                    pricerank            CategotyPriceRank    top5casecategory
-------------------------------------------------- --------------------- -------------------------------------------------- -------------------------------------------------- -------------------- -------------------- ----------------
Road-150 Red, 62                                   3578.27               Road Bikes                                         Bikes                                              1                    1                    yes
Road-150 Red, 44                                   3578.27               Road Bikes                                         Bikes                                              2                    2                    yes
Road-150 Red, 48                                   3578.27               Road Bikes                                         Bikes                                              3                    3                    yes
Road-150 Red, 52                                   3578.27               Road Bikes                                         Bikes                                              4                    4                    yes
Road-150 Red, 56                                   3578.27               Road Bikes                                         Bikes                                              5                    5                    yes
Mountain-100 Silver, 38                            3399.99               Mountain Bikes                                     Bikes                                              6                    6                    no
Mountain-100 Silver, 42                            3399.99               Mountain Bikes                                     Bikes                                              7                    7                    no
Mountain-100 Silver, 44                            3399.99               Mountain Bikes                                     Bikes                                              8                    8                    no
Mountain-100 Silver, 48                            3399.99               Mountain Bikes                                     Bikes                                              9                    9                    no
Mountain-100 Black, 38                             3374.99               Mountain Bikes                                     Bikes                                              10                   10                   no
Mountain-100 Black, 42                             3374.99               Mountain Bikes                                     Bikes                                              11                   11                   no
Mountain-100 Black, 44                             3374.99               Mountain Bikes                                     Bikes                                              12                   12                   no
Mountain-100 Black, 48                             3374.99               Mountain Bikes                                     Bikes                                              13                   13                   no
Road-250 Red, 44                                   2443.35               Road Bikes                                         Bikes                                              14                   14                   no
Road-250 Red, 48                                   2443.35               Road Bikes                                         Bikes                                              15                   15                   no
Road-250 Red, 52                                   2443.35               Road Bikes                                         Bikes                                              16                   16                   no
Road-250 Red, 58                                   2443.35               Road Bikes                                         Bikes                                              17                   17                   no
Road-250 Black, 44                                 2443.35               Road Bikes                                         Bikes                                              18                   18                   no
Road-250 Black, 48                                 2443.35               Road Bikes                                         Bikes                                              19                   19                   no
Road-250 Black, 52                                 2443.35               Road Bikes                                         Bikes                                              20                   20                   no
Road-250 Black, 58                                 2443.35               Road Bikes                                         Bikes                                              21                   21                   no
Touring-1000 Yellow, 46                            2384.07               Touring Bikes                                      Bikes                                              22                   22                   no
Touring-1000 Yellow, 50                            2384.07               Touring Bikes                                      Bikes                                              23                   23                   no
Touring-1000 Yellow, 54                            2384.07               Touring Bikes                                      Bikes                                              24                   24                   no
Touring-1000 Yellow, 60                            2384.07               Touring Bikes                                      Bikes                                              25                   25                   no
Touring-1000 Blue, 46                              2384.07               Touring Bikes                                      Bikes                                              26                   26                   no
Touring-1000 Blue, 50                              2384.07               Touring Bikes                                      Bikes                                              27                   27                   no
Touring-1000 Blue, 54                              2384.07               Touring Bikes                                      Bikes                                              28                   28                   no
Touring-1000 Blue, 60                              2384.07               Touring Bikes                                      Bikes                                              29                   29                   no
Mountain-200 Silver, 38                            2319.99               Mountain Bikes                                     Bikes                                              30                   30                   no
Mountain-200 Silver, 42                            2319.99               Mountain Bikes                                     Bikes                                              31                   31                   no
Mountain-200 Silver, 46                            2319.99               Mountain Bikes                                     Bikes                                              32                   32                   no
Mountain-200 Black, 38                             2294.99               Mountain Bikes                                     Bikes                                              33                   33                   no
Mountain-200 Black, 42                             2294.99               Mountain Bikes                                     Bikes                                              34                   34                   no
Mountain-200 Black, 46                             2294.99               Mountain Bikes                                     Bikes                                              35                   35                   no
Road-350-W Yellow, 40                              1700.99               Road Bikes                                         Bikes                                              36                   36                   no
Road-350-W Yellow, 42                              1700.99               Road Bikes                                         Bikes                                              37                   37                   no
Road-350-W Yellow, 44                              1700.99               Road Bikes                                         Bikes                                              38                   38                   no
Road-350-W Yellow, 48                              1700.99               Road Bikes                                         Bikes                                              39                   39                   no
Road-450 Red, 58                                   1457.99               Road Bikes                                         Bikes                                              40                   40                   no
Road-450 Red, 60                                   1457.99               Road Bikes                                         Bikes                                              41                   41                   no
Road-450 Red, 44                                   1457.99               Road Bikes                                         Bikes                                              42                   42                   no
Road-450 Red, 48                                   1457.99               Road Bikes                                         Bikes                                              43                   43                   no
Road-450 Red, 52                                   1457.99               Road Bikes                                         Bikes                                              44                   44                   no
Touring-2000 Blue, 46                              1214.85               Touring Bikes                                      Bikes                                              45                   45                   no
Touring-2000 Blue, 50                              1214.85               Touring Bikes                                      Bikes                                              46                   46                   no
Touring-2000 Blue, 54                              1214.85               Touring Bikes                                      Bikes                                              47                   47                   no
Touring-2000 Blue, 60                              1214.85               Touring Bikes                                      Bikes                                              48                   48                   no
Road-550-W Yellow, 38                              1120.49               Road Bikes                                         Bikes                                              49                   49                   no
Road-550-W Yellow, 40                              1120.49               Road Bikes                                         Bikes                                              50                   50                   no
Road-550-W Yellow, 42                              1120.49               Road Bikes                                         Bikes                                              51                   51                   no
Road-550-W Yellow, 44                              1120.49               Road Bikes                                         Bikes                                              52                   52                   no
Road-550-W Yellow, 48                              1120.49               Road Bikes                                         Bikes                                              53                   53                   no
Mountain-300 Black, 38                             1079.99               Mountain Bikes                                     Bikes                                              54                   54                   no
Mountain-300 Black, 40                             1079.99               Mountain Bikes                                     Bikes                                              55                   55                   no
Mountain-300 Black, 44                             1079.99               Mountain Bikes                                     Bikes                                              56                   56                   no
Mountain-300 Black, 48                             1079.99               Mountain Bikes                                     Bikes                                              57                   57                   no
Road-650 Red, 58                                   782.99                Road Bikes                                         Bikes                                              58                   58                   no
Road-650 Red, 60                                   782.99                Road Bikes                                         Bikes                                              59                   59                   no
Road-650 Red, 62                                   782.99                Road Bikes                                         Bikes                                              60                   60                   no
Road-650 Red, 44                                   782.99                Road Bikes                                         Bikes                                              61                   61                   no
Road-650 Red, 48                                   782.99                Road Bikes                                         Bikes                                              62                   62                   no
Road-650 Red, 52                                   782.99                Road Bikes                                         Bikes                                              63                   63                   no
Road-650 Black, 58                                 782.99                Road Bikes                                         Bikes                                              64                   64                   no
Road-650 Black, 60                                 782.99                Road Bikes                                         Bikes                                              65                   65                   no
Road-650 Black, 62                                 782.99                Road Bikes                                         Bikes                                              66                   66                   no
Road-650 Black, 44                                 782.99                Road Bikes                                         Bikes                                              67                   67                   no
Road-650 Black, 48                                 782.99                Road Bikes                                         Bikes                                              68                   68                   no
Road-650 Black, 52                                 782.99                Road Bikes                                         Bikes                                              69                   69                   no
Mountain-400-W Silver, 38                          769.49                Mountain Bikes                                     Bikes                                              70                   70                   no
Mountain-400-W Silver, 40                          769.49                Mountain Bikes                                     Bikes                                              71                   71                   no
Mountain-400-W Silver, 42                          769.49                Mountain Bikes                                     Bikes                                              72                   72                   no
Mountain-400-W Silver, 46                          769.49                Mountain Bikes                                     Bikes                                              73                   73                   no
Touring-3000 Blue, 44                              742.35                Touring Bikes                                      Bikes                                              74                   74                   no
Touring-3000 Blue, 50                              742.35                Touring Bikes                                      Bikes                                              75                   75                   no
Touring-3000 Blue, 54                              742.35                Touring Bikes                                      Bikes                                              76                   76                   no
Touring-3000 Blue, 58                              742.35                Touring Bikes                                      Bikes                                              77                   77                   no
Touring-3000 Blue, 62                              742.35                Touring Bikes                                      Bikes                                              78                   78                   no
Touring-3000 Yellow, 44                            742.35                Touring Bikes                                      Bikes                                              79                   79                   no
Touring-3000 Yellow, 50                            742.35                Touring Bikes                                      Bikes                                              80                   80                   no
Touring-3000 Yellow, 54                            742.35                Touring Bikes                                      Bikes                                              81                   81                   no
Touring-3000 Yellow, 58                            742.35                Touring Bikes                                      Bikes                                              82                   82                   no
Touring-3000 Yellow, 62                            742.35                Touring Bikes                                      Bikes                                              83                   83                   no
Mountain-500 Silver, 40                            564.99                Mountain Bikes                                     Bikes                                              84                   84                   no
Mountain-500 Silver, 42                            564.99                Mountain Bikes                                     Bikes                                              85                   85                   no
Mountain-500 Silver, 44                            564.99                Mountain Bikes                                     Bikes                                              86                   86                   no
Mountain-500 Silver, 48                            564.99                Mountain Bikes                                     Bikes                                              87                   87                   no
Mountain-500 Silver, 52                            564.99                Mountain Bikes                                     Bikes                                              88                   88                   no
Mountain-500 Black, 40                             539.99                Mountain Bikes                                     Bikes                                              89                   89                   no
Mountain-500 Black, 42                             539.99                Mountain Bikes                                     Bikes                                              90                   90                   no
Mountain-500 Black, 44                             539.99                Mountain Bikes                                     Bikes                                              91                   91                   no
Mountain-500 Black, 48                             539.99                Mountain Bikes                                     Bikes                                              92                   92                   no
Mountain-500 Black, 52                             539.99                Mountain Bikes                                     Bikes                                              93                   93                   no
Road-750 Black, 58                                 539.99                Road Bikes                                         Bikes                                              94                   94                   no
Road-750 Black, 44                                 539.99                Road Bikes                                         Bikes                                              95                   95                   no
Road-750 Black, 48                                 539.99                Road Bikes                                         Bikes                                              96                   96                   no
Road-750 Black, 52                                 539.99                Road Bikes                                         Bikes                                              97                   97                   no
HL Road Frame - Black, 58                          1431.50               Road Frames                                        Components                                         1                    1                    yes
HL Road Frame - Red, 58                            1431.50               Road Frames                                        Components                                         2                    2                    yes
HL Road Frame - Red, 62                            1431.50               Road Frames                                        Components                                         3                    3                    yes
HL Road Frame - Red, 44                            1431.50               Road Frames                                        Components                                         4                    4                    yes
HL Road Frame - Red, 48                            1431.50               Road Frames                                        Components                                         5                    5                    yes
HL Road Frame - Red, 52                            1431.50               Road Frames                                        Components                                         6                    6                    yes
HL Road Frame - Red, 56                            1431.50               Road Frames                                        Components                                         7                    7                    yes
HL Road Frame - Black, 62                          1431.50               Road Frames                                        Components                                         8                    8                    yes
HL Road Frame - Black, 44                          1431.50               Road Frames                                        Components                                         9                    9                    yes
